product_code,product_description,product_group,sales_date,price,sales_quantity,unit
1201,milk-1.5,dairy,2021-11-10,5.9,24,pcs
1201,milk-1.5,dairy,2021-11-11,5.9,27,pcs
1201,milk-1.5,dairy,2021-11-12,5.9,29,pcs
1201,milk-1.5,dairy,2021-11-13,5.9,24,pcs
1201,milk-1.5,dairy,2021-11-14,5.9,36,pcs
1201,milk-1.5,dairy,2021-11-15,,24,pcs
1201,milk-1.5,dairy,2021-11-16,5.9,29,pcs
1201,milk-1.5,dairy,2021-11-17,5.9,35,pcs
1201,milk-1.5,dairy,2021-11-18,5.9,21,pcs
1201,milk-1.5,dairy,2021-11-19,5.9,29,pcs
1201,milk-1.5,dairy,2021-11-20,6.4,22,pcs
1201,milk-1.5,dairy,2021-11-21,,24,pcs
1201,milk-1.5,dairy,2021-11-22,6.4,20,pcs
1201,milk-1.5,dairy,2021-11-23,6.4,36,pcs
1201,milk-1.5,dairy,2021-11-24,6.4,35,pcs
1201,milk-1.5,dairy,2021-11-25,6.4,37,pcs
1201,milk-1.5,dairy,2021-11-26,6.4,39,pcs
1201,milk-1.5,dairy,2021-11-27,6.4,38,pcs
1201,milk-1.5,dairy,2021-11-28,6.4,37,pcs
1201,milk-1.5,dairy,2021-11-29,6.4,37,pcs
1201,milk-1.5,dairy,2021-11-30,6.4,25,pcs
1202,yogurt-1,dairy,2021-11-01,6.9,26,pcs
1202,yogurt-1,dairy,2021-11-02,6.9,36,pcs
1202,yogurt-1,dairy,2021-11-03,6.9,30,pcs
1202,yogurt-1,dairy,2021-11-04,6.9,29,pcs
1202,yogurt-1,dairy,2021-11-05,6.9,20,pcs
1202,yogurt-1,dairy,2021-11-06,6.9,21,pcs
1202,yogurt-1,dairy,2021-11-07,6.9,34,pcs
1202,yogurt-1,dairy,2021-11-08,6.9,25,pcs
1202,yogurt-1,dairy,2021-11-09,6.9,38,pcs
1202,yogurt-1,dairy,2021-11-10,6.9,38,pcs
1202,yogurt-1,dairy,2021-11-11,6.9,31,pcs
1202,yogurt-1,dairy,2021-11-12,6.9,26,pcs
1202,yogurt-1,dairy,2021-11-13,6.9,32,pcs
1202,yogurt-1,dairy,2021-11-14,6.9,22,pcs
1202,yogurt-1,dairy,2021-11-15,6.9,32,pcs
1202,yogurt-1,dairy,2021-11-16,6.9,37,pcs
1202,yogurt-1,dairy,2021-11-17,6.9,39,pcs
1202,yogurt-1,dairy,2021-11-18,5.9,21,pcs
1202,yogurt-1,dairy,2021-11-19,5.9,38,pcs
1202,yogurt-1,dairy,2021-11-20,5.9,20,pcs
1202,yogurt-1,dairy,2021-11-21,5.9,28,pcs
1202,yogurt-1,dairy,2021-11-22,5.9,26,pcs
1202,yogurt-1,dairy,2021-11-23,5.9,39,pcs
1202,yogurt-1,dairy,2021-11-24,,29,pcs
1202,yogurt-1,dairy,2021-11-25,6.9,24,pcs
1202,yogurt-1,dairy,2021-11-26,6.9,28,pcs
1202,yogurt-1,dairy,2021-11-27,6.9,23,pcs
1202,yogurt-1,dairy,2021-11-28,6.9,22,pcs
1202,yogurt-1,dairy,2021-11-29,6.9,31,pcs
1202,yogurt-1,dairy,2021-11-30,6.9,37,pcs
1203,butter-0.25,dairy,2021-11-01,11.9,22,pcs
1203,butter-0.25,dairy,2021-11-02,11.9,34,pcs
1203,butter-0.25,dairy,2021-11-03,11.9,26,pcs
1203,butter-0.25,dairy,2021-11-04,11.9,39,pcs
1203,butter-0.25,dairy,2021-11-05,11.9,27,pcs
1203,butter-0.25,dairy,2021-11-06,11.9,26,pcs
1203,butter-0.25,dairy,2021-11-07,10.9,33,pcs
1203,butter-0.25,dairy,2021-11-08,10.9,23,pcs
1203,butter-0.25,dairy,2021-11-09,10.9,22,pcs
1203,butter-0.25,dairy,2021-11-10,,34,pcs
1203,butter-0.25,dairy,2021-11-11,10.9,21,pcs
1203,butter-0.25,dairy,2021-11-12,10.9,23,pcs
1203,butter-0.25,dairy,2021-11-13,10.9,20,pcs
1203,butter-0.25,dairy,2021-11-14,10.9,27,pcs
1203,butter-0.25,dairy,2021-11-15,10.9,33,pcs
1203,butter-0.25,dairy,2021-11-16,,32,pcs
1203,butter-0.25,dairy,2021-11-17,10.9,22,pcs
1203,butter-0.25,dairy,2021-11-18,10.9,29,pcs
1203,butter-0.25,dairy,2021-11-19,10.9,36,pcs
1203,butter-0.25,dairy,2021-11-20,10.9,21,pcs
1203,butter-0.25,dairy,2021-11-21,10.9,25,pcs
1203,butter-0.25,dairy,2021-11-22,10.9,25,pcs
1203,butter-0.25,dairy,2021-11-23,11.9,20,pcs
1203,butter-0.25,dairy,2021-11-24,11.9,26,pcs
1203,butter-0.25,dairy,2021-11-25,11.9,31,pcs
1203,butter-0.25,dairy,2021-11-26,11.9,31,pcs
1203,butter-0.25,dairy,2021-11-27,11.9,29,pcs
1203,butter-0.25,dairy,2021-11-28,11.9,37,pcs
1203,butter-0.25,dairy,2021-11-29,11.9,34,pcs
1203,butter-0.25,dairy,2021-11-30,11.9,36,pcs
